Differences
"['21201841', '101', 'risky_profile_age_new_user']","['21201845', '101', 'risky_profile_age_new_user']"
"['21201842', '110', 'REJECTED_BY_CATEGORY_AGG_QUERY']","['21201848', '105', 'intentScore calculation pending']"
"['21201844', '107', 'BANK_STMT_REQUIRED']","['21201850', '31662', 'CATEGORY_NULL']"
"['21201845', '101', 'risky_profile_age_new_user']","['21201854', '105', 'intentScore calculation pending']"
"['21201848', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201856', '101', 'risky_profile_age_new_user']"
"['21201850', '31662', 'CATEGORY_NULL']","['21201857', '105', 'intentScore calculation pending']"
"['21201854', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201858', '101', 'risky_profile_age_new_user']"
"['21201856', '101', 'risky_profile_age_new_user']","['21201860', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201857', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201861', '105', 'intentScore calculation pending']"
"['21201858', '101', 'risky_profile_age_new_user']","['21201862', '105', 'intentScore calculation pending']"
"['21201860', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201863', '101', 'risky_profile_monthly_income']"
"['21201861', '103', 'risky_experian_scorecard_v1_v2']","['21201867', '105', 'intentScore calculation pending']"
"['21201862', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201869', '101', 'risky_profile_age_new_user']"
"['21201863', '101', 'risky_profile_monthly_income']","['21201870', '101', 'risky_profile_age_new_user']"
"['21201867', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201874', '251771', 'PENDING_USER_INCOME_SMS__EVENT_NOT_FOUND']"
"['21201869', '101', 'risky_profile_age_new_user']","['21201882', '101', 'risky_profile_age_new_user']"
"['21201870', '101', 'risky_profile_age_new_user']","['21201885', '105', 'intentScore calculation pending']"
"['21201874', '251771', 'PENDING_USER_INCOME_SMS__EVENT_NOT_FOUND']","['21201886', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201882', '101', 'risky_profile_age_new_user']","['21201887', '105', 'intentScore calculation pending']"
"['21201885', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201888', '107', 'BANK_STMT_REQUIRED']"
"['21201886', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201892', '105', 'intentScore calculation pending']"
"['21201887', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201893', '110', 'Default Reject value -111 found for capacity Feature Capacity_Amount_Level1']"
"['21201888', '107', 'BANK_STMT_REQUIRED']","['21201896', '101', 'risky_profile_age_new_user']"
"['21201892', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201912', '105', 'intentScore calculation pending']"
"['21201893', '110', 'Default Reject value -111 found for capacity Feature Capacity_Amount_Level1']","['21201913', '107', 'BANK_STMT_REQUIRED']"
"['21201896', '101', 'risky_profile_age_new_user']","['21201918', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201912', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201919', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201913', '107', 'BANK_STMT_REQUIRED']","['21201925', '101', 'risky_profile_age_new_user']"
"['21201918', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201928', '105', 'intentScore calculation pending']"
"['21201919', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201929', '105', 'intentScore calculation pending']"
"['21201925', '101', 'risky_profile_age_new_user']","['21201932', '107', 'BANK_STMT_REQUIRED']"
"['21201928', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201939', '101', 'risky_profile_monthly_income']"
"['21201929', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201953', '107', 'BANK_STMT_REQUIRED']"

Extra rows in File 1
21201939,101,risky_profile_employment_status
21201953,107,BANK_STMT_REQUIRED

Extra rows in File 2
